be_patient_booking_profiles	SCOPE_be_hasorg	1
be_patient_package_items	SCOPE_be_hasorg	0
be_patient_packages	SCOPE_be_hasorg	1
be_patient_timeline_events	SCOPE_be_hasorg	1
be_payment_history_events	SCOPE_be_hasorg	1
be_payment_intents	SCOPE_be_hasorg	1
be_payment_provider_events	SCOPE_be_hasorg	1
be_payments	SCOPE_be_hasorg	1
be_prepayment_policies	SCOPE_be_hasorg	1
be_product_history_events	SCOPE_be_hasorg	1
be_product_pay_links	SCOPE_be_hasorg	1
be_product_purchases	SCOPE_be_hasorg	1
be_products	SCOPE_be_hasorg	1
be_refunds	SCOPE_be_hasorg	1
be_reschedule_policies	SCOPE_be_hasorg	1
be_rooms	SCOPE_be_hasorg	1
be_schedule_blocks	SCOPE_be_hasorg	1
be_schedule_templates	SCOPE_be_hasorg	1
be_service_location_availability	SCOPE_be_hasorg	1
be_specialist_locations	SCOPE_be_hasorg	1
be_specialist_rooms	SCOPE_be_hasorg	1
be_specialist_service_availability	SCOPE_be_hasorg	1
be_specialists	SCOPE_be_hasorg	1
be_subscription_packages	SCOPE_be_hasorg	1
be_working_days	SCOPE_be_hasorg	1
be_working_hours	SCOPE_be_hasorg	1
