media_playback_client_events	media_files
media_playback_client_events	platform_users
media_playback_resolution_events	media_files
media_playback_resolution_events	platform_users
media_playback_user_video_first_resolve	media_files
media_playback_user_video_first_resolve	platform_users
media_transcode_jobs	media_files
media_upload_sessions	media_files
media_upload_sessions	platform_users
message_log	platform_users
online_intake_answers	online_intake_requests
online_intake_attachments	online_intake_requests
online_intake_requests	platform_users
online_intake_status_history	online_intake_requests
online_intake_status_history	platform_users
patient_bookings	be_appointments
patient_bookings	booking_branch_services
patient_bookings	booking_branches
patient_bookings	booking_services
patient_bookings	platform_users
patient_comorbidity	platform_users
patient_comorbidity	platform_users
patient_content_rating_feedback	content_pages
patient_content_rating_feedback	platform_users
patient_daily_warmup_presentations	content_pages
patient_daily_warmup_presentations	platform_users
patient_daily_warmup_video_views	content_pages
patient_daily_warmup_video_views	platform_users
patient_files	clinical_visit
patient_files	platform_users
patient_files	platform_users
patient_home_block_items	patient_home_blocks
patient_lfk_assignments	lfk_complex_templates
patient_lfk_assignments	lfk_complexes
patient_lfk_assignments	platform_users
patient_lfk_assignments	platform_users
patient_merge_candidates	be_appointments
patient_merge_candidates	be_organizations
patient_merge_candidates	platform_users
patient_merge_candidates	platform_users
patient_merge_candidates	platform_users
patient_payment	clinical_visit
patient_payment	platform_users
patient_payment	platform_users
patient_practice_completions	content_pages
phone_messenger_bind_secrets	platform_users
platform_user_contacts	platform_users
platform_users	platform_users
platform_users	platform_users
product_analytics_events_recent	platform_users
product_analytics_user_hourly	platform_users
product_push_notifications	platform_users
program_action_log	platform_users
program_action_log	treatment_program_instance_stage_items
program_action_log	treatment_program_instances
program_item_discussion_messages	media_files
program_item_discussion_messages	platform_users
program_item_discussion_messages	support_conversation_messages
program_item_discussion_messages	treatment_program_instance_stage_items
program_item_discussion_reads	platform_users
program_item_discussion_reads	treatment_program_instance_stage_items
recommendation_regions	recommendations
recommendation_regions	reference_items
recommendations	platform_users
recommendations	reference_items
reference_items	reference_categories
reminder_journal	reminder_occurrence_history
reminder_journal	reminder_rules
reminder_rules	platform_users
specialist_tasks	platform_users
support_conversation_messages	support_conversations
support_conversations	platform_users
support_delivery_events	support_conversation_messages
support_question_messages	support_questions
support_questions	support_conversations
symptom_entries	patient_practice_completions
symptom_entries	platform_users
symptom_entries	symptom_trackings
symptom_trackings	platform_users
symptom_trackings	reference_items
symptom_trackings	reference_items
symptom_trackings	reference_items
symptom_trackings	reference_items
system_settings	platform_users
test_attempts	platform_users
test_attempts	platform_users
test_attempts	treatment_program_instance_stage_items
test_results	platform_users
test_results	test_attempts
test_results	tests
test_set_items	test_sets
test_set_items	tests
test_sets	platform_users
tests	platform_users
tests	reference_items
treatment_program_events	platform_users
treatment_program_events	treatment_program_instances
treatment_program_instance_stage_groups	treatment_program_instance_stages
treatment_program_instance_stage_groups	treatment_program_template_stage_groups
treatment_program_instance_stage_items	treatment_program_instance_stage_groups
treatment_program_instance_stage_items	treatment_program_instance_stages
treatment_program_instance_stages	treatment_program_instances
treatment_program_instance_stages	treatment_program_template_stages
treatment_program_instances	platform_users
treatment_program_instances	platform_users
treatment_program_instances	treatment_program_templates
treatment_program_template_stage_groups	treatment_program_template_stages
treatment_program_template_stage_items	treatment_program_template_stage_groups
treatment_program_template_stage_items	treatment_program_template_stages
treatment_program_template_stages	treatment_program_templates
treatment_program_templates	platform_users
user_channel_bindings	platform_users
user_channel_preferences	platform_users
user_email_setup_tokens	platform_users
user_email_setup_tokens	platform_users
user_notification_topic_channels	platform_users
user_notification_topics	platform_users
user_oauth_bindings	platform_users
user_password_credentials	platform_users
user_phone_history	platform_users
user_pins	platform_users
user_web_push_subscriptions	platform_users
webapp_reminder_occurrences	platform_users
